ID,WasteType,WasteAmount,Latitude,Longitude,Temperature,WeatherType,DateTime
1857,Cans,5,51.566,4.788,-5.1,Fog,2026-02-04 17:22:00
1858,Bulky,7,51.599,4.717,5.5,Sunny,2026-02-05 01:04:00
1859,Glass,0,51.568,4.73,2.1,Rain,2026-02-05 06:50:00
1860,Bulky,0,51.55,4.812,0.7,Fog,2026-02-05 10:44:00
1861,Glass,7,51.5894,4.7757,-3.7,Fog,2026-02-05 16:26:00
1862,Glass,6,51.5905,4.7745,-2.5,Cloudy,2026-02-05 17:49:00
1863,Bulky,1,51.615,4.76,-4.2,Cloudy,2026-02-05 18:56:00
1864,Bulky,1,51.597,4.772,-3.7,Rain,2026-02-05 19:07:00
1865,Residual,0,51.599,4.717,4.4,Storm,2026-02-06 00:55:00
1866,Paper/Cardboard,0,51.566,4.788,3.3,Storm,2026-02-06 04:45:00
1867,Paper/Cardboard,2,51.579,4.743,-0.4,Rain,2026-02-06 07:44:00
1868,Residual,5,51.597,4.772,2.4,Cloudy,2026-02-06 20:28:00
1869,Bulky,2,51.573,4.766,-3.3,Cloudy,2026-02-07 01:04:00
1870,Residual,2,51.5955,4.78,3.1,Storm,2026-02-07 03:11:00
1871,Bulky,1,51.6,4.805,-0.7,Cloudy,2026-02-07 04:29:00
1872,Paper/Cardboard,4,51.599,4.717,6.3,Storm,2026-02-07 13:29:00
1873,Residual,9,51.56,4.77,5.9,Sunny,2026-02-07 17:11:00
1874,Bulky,7,51.571,4.808,-0.1,Cloudy,2026-02-07 18:09:00
1875,Paper/Cardboard,3,51.55,4.812,-0.1,Cloudy,2026-02-07 21:54:00
1876,Cans,1,51.576,4.796,5.1,Storm,2026-02-08 00:31:00
1877,Plastic,5,51.605,4.816,7.7,Cloudy,2026-02-08 00:50:00
1878,Plastic,4,51.602,4.779,3.8,Cloudy,2026-02-08 04:39:00
1879,Paper/Cardboard,1,51.576,4.796,-7.3,Storm,2026-02-08 07:09:00
1880,Bulky,0,51.568,4.73,0.6,Storm,2026-02-08 08:50:00
1881,Plastic,10,51.556,4.824,2.0,Sunny,2026-02-08 18:23:00
1882,Residual,1,51.56,4.77,-3.1,Storm,2026-02-08 22:01:00
1883,Bulky,0,51.5905,4.801,0.6,Storm,2026-02-09 01:54:00
1884,Residual,4,51.586,4.756,2.6,Fog,2026-02-09 03:27:00
1885,Bulky,0,51.599,4.717,4.2,Rain,2026-02-09 04:18:00
1886,Plastic,6,51.6,4.765,0.2,Sunny,2026-02-09 05:29:00
1887,Plastic,4,51.586,4.756,-5.6,Sunny,2026-02-09 05:49:00
1888,Cans,3,51.597,4.772,-1.8,Fog,2026-02-09 06:16:00
1889,Paper/Cardboard,5,51.6,4.805,3.9,Sunny,2026-02-09 06:35:00
1890,Electronics,3,51.556,4.779,3.7,Storm,2026-02-09 07:48:00
1891,Bulky,1,51.597,4.772,-2.2,Cloudy,2026-02-09 08:56:00
1892,Residual,3,51.5862,4.7805,-0.6,Rain,2026-02-09 09:42:00
1893,Paper/Cardboard,6,51.597,4.772,4.6,Rain,2026-02-09 18:37:00
1894,Electronics,0,51.576,4.796,-0.7,Rain,2026-02-10 03:35:00
1895,Glass,0,51.597,4.772,2.5,Storm,2026-02-10 03:51:00
1896,Paper/Cardboard,0,51.6,4.805,1.4,Storm,2026-02-10 04:54:00
1897,Paper/Cardboard,0,51.612,4.756,1.6,Storm,2026-02-10 09:56:00
1898,Cans,2,51.6,4.805,1.6,Cloudy,2026-02-10 15:49:00
1899,Residual,9,51.5905,4.7745,5.1,Sunny,2026-02-10 15:53:00
1900,Plastic,5,51.5894,4.7757,7.2,Rain,2026-02-10 16:32:00
1901,Bulky,4,51.6,4.805,4.9,Fog,2026-02-10 16:55:00
1902,Paper/Cardboard,6,51.5894,4.7757,5.3,Sunny,2026-02-11 03:46:00
1903,Bulky,2,51.576,4.796,4.9,Fog,2026-02-11 05:12:00
1904,Bulky,0,51.566,4.788,0.6,Rain,2026-02-11 07:00:00
1905,Glass,2,51.615,4.76,8.1,Cloudy,2026-02-12 01:57:00
1906,Paper/Cardboard,0,51.615,4.76,4.5,Cloudy,2026-02-12 03:12:00
1907,Residual,1,51.602,4.779,1.4,Fog,2026-02-12 05:17:00
1908,Paper/Cardboard,2,51.5955,4.78,-5.1,Storm,2026-02-12 05:19:00
1909,Plastic,5,51.5905,4.7745,3.5,Fog,2026-02-12 10:13:00
1910,Glass,0,51.566,4.788,-1.0,Rain,2026-02-12 15:18:00
1911,Paper/Cardboard,6,51.556,4.779,-1.8,Cloudy,2026-02-12 20:23:00
1912,Electronics,0,51.5886,4.7766,0.7,Storm,2026-02-12 22:53:00
1913,Paper/Cardboard,0,51.599,4.717,-0.8,Storm,2026-02-12 23:20:00
1914,Plastic,4,51.605,4.816,6.5,Rain,2026-02-13 00:41:00
1915,Bulky,0,51.568,4.73,5.2,Rain,2026-02-13 02:59:00
1916,Glass,6,51.5905,4.7745,-2.8,Cloudy,2026-02-13 13:30:00
1917,Paper/Cardboard,3,51.576,4.796,0.6,Storm,2026-02-13 14:09:00
1918,Residual,7,51.556,4.824,1.6,Cloudy,2026-02-13 14:17:00
1919,Paper/Cardboard,3,51.568,4.73,3.4,Storm,2026-02-13 16:50:00
1920,Residual,7,51.5887,4.775,-2.7,Cloudy,2026-02-13 18:27:00
1921,Residual,4,51.55,4.812,2.6,Cloudy,2026-02-13 19:59:00
1922,Plastic,7,51.5905,4.7745,5.2,Cloudy,2026-02-13 23:27:00
1923,Glass,17,51.6,4.765,-0.9,Cloudy,2026-02-14 04:46:00
1924,Glass,6,51.556,4.779,3.4,Cloudy,2026-02-14 05:06:00
1925,Electronics,0,51.55,4.812,-0.9,Rain,2026-02-14 07:44:00
1926,Paper/Cardboard,7,51.612,4.756,6.6,Sunny,2026-02-14 11:26:00
1927,Glass,9,51.56,4.77,0.1,Cloudy,2026-02-14 12:06:00
1928,Paper/Cardboard,15,51.58646538427478,4.775328464278625,0.6,Fog,2026-02-14 13:13:00
1929,Paper/Cardboard,17,51.58896325862286,4.773989050036008,1.3,Cloudy,2026-02-14 14:25:00
1930,Plastic,19,51.58995042386116,4.774441558161577,-2.1,Sunny,2026-02-14 14:47:00
1931,Plastic,15,51.591130964833,4.778231964848325,4.0,Storm,2026-02-14 17:13:00
1932,Bulky,7,51.571,4.808,0.5,Sunny,2026-02-14 18:24:00
1933,Paper/Cardboard,16,51.59194502827618,4.774414369002027,-0.3,Fog,2026-02-14 19:18:00
1934,Glass,14,51.58921908353115,4.775516492373995,3.0,Fog,2026-02-14 20:14:00
1935,Plastic,19,51.586308320708824,4.775973944961572,-0.3,Cloudy,2026-02-14 20:43:00
1936,Glass,14,51.58931798111635,4.774261894029263,-4.7,Rain,2026-02-14 21:08:00
1937,Paper/Cardboard,4,51.556,4.824,4.7,Storm,2026-02-14 21:16:00
1938,Cans,18,51.58870933779116,4.7787843675339365,6.8,Sunny,2026-02-14 23:47:00
1939,Electronics,3,51.556,4.824,1.2,Cloudy,2026-02-15 01:29:00
1940,Residual,14,51.59274127939756,4.77153004783591,3.1,Cloudy,2026-02-15 02:34:00
1941,Glass,7,51.58942826179375,4.776320970448054,-4.2,Storm,2026-02-15 04:16:00
1942,Paper/Cardboard,6,51.566,4.788,0.5,Sunny,2026-02-15 06:55:00
1943,Glass,12,51.59049239967859,4.776883404484266,3.1,Rain,2026-02-15 07:03:00
1944,Glass,13,51.5899202610076,4.774913098730982,2.0,Fog,2026-02-15 09:40:00
1945,Paper/Cardboard,5,51.576,4.796,8.3,Storm,2026-02-15 10:32:00
1946,Cans,11,51.58947710336256,4.7739204233939745,4.1,Storm,2026-02-15 11:22:00
1947,Paper/Cardboard,17,51.58794019635179,4.77447984692109,3.5,Cloudy,2026-02-15 12:28:00
1948,Paper/Cardboard,16,51.6,4.765,4.3,Storm,2026-02-15 14:11:00
1949,Plastic,15,51.58807650733836,4.777098679221087,-1.0,Fog,2026-02-15 14:21:00
1950,Residual,15,51.586638968995224,4.774927307752667,4.9,Fog,2026-02-15 16:31:00
1951,Plastic,16,51.5955,4.78,-6.2,Cloudy,2026-02-15 17:24:00
1952,Residual,16,51.58624490196474,4.778545045862405,-2.2,Cloudy,2026-02-15 19:37:00
1953,Paper/Cardboard,17,51.590238295003935,4.77588988412509,3.0,Fog,2026-02-15 20:44:00
1954,Electronics,2,51.568,4.73,-0.5,Storm,2026-02-15 21:08:00
1955,Plastic,14,51.5896100474407,4.7778902519138535,1.1,Rain,2026-02-15 23:18:00
1956,Cans,14,51.5901788253446,4.774680703385156,-0.9,Cloudy,2026-02-15 23:35:00
1957,Paper/Cardboard,17,51.589427116930125,4.776514236737349,4.5,Sunny,2026-02-16 00:24:00
1958,Plastic,13,51.58991778103316,4.7731918216677025,-0.9,Cloudy,2026-02-16 00:47:00
1959,Paper/Cardboard,12,51.58778638003852,4.775202894861301,-5.6,Fog,2026-02-16 01:02:00
1960,Residual,11,51.58890484562144,4.777923681718788,-1.1,Storm,2026-02-16 01:10:00
1961,Plastic,12,51.594351653937906,4.774009325661963,-0.3,Fog,2026-02-16 03:19:00
1962,Residual,8,51.58922231543382,4.772775177056033,5.6,Storm,2026-02-16 03:21:00
1963,Cans,12,51.58799723388177,4.7713622172092185,-0.6,Fog,2026-02-16 04:23:00
1964,Paper/Cardboard,0,51.566,4.788,2.3,Rain,2026-02-16 05:23:00
1965,Cans,12,51.590106050918095,4.777474101083685,1.3,Rain,2026-02-16 05:24:00
1966,Cans,8,51.58982571584037,4.7750350738033465,-2.1,Storm,2026-02-16 05:45:00
1967,Cans,11,51.597,4.772,4.6,Rain,2026-02-16 06:22:00
1968,Bulky,0,51.579,4.743,-0.7,Storm,2026-02-16 06:48:00
1969,Plastic,11,51.588121362591544,4.7754134711832235,3.6,Storm,2026-02-16 06:51:00
1970,Glass,10,51.58728667144191,4.772053798854729,3.8,Storm,2026-02-16 08:42:00
1971,Plastic,14,51.58895808465718,4.77553084809128,0.2,Fog,2026-02-16 09:12:00
1972,Plastic,12,51.58887996715764,4.775121260179463,3.0,Cloudy,2026-02-16 10:03:00
1973,Paper/Cardboard,13,51.6,4.765,4.6,Storm,2026-02-16 10:09:00
1974,Residual,12,51.59049121048663,4.7710050666142205,-4.4,Rain,2026-02-16 10:23:00
1975,Plastic,12,51.588840992458046,4.773757976490385,-1.8,Storm,2026-02-16 11:13:00
1976,Cans,16,51.587195580536715,4.771698385474553,3.8,Cloudy,2026-02-16 11:22:00
1977,Residual,3,51.556,4.824,-0.8,Cloudy,2026-02-16 12:22:00
1978,Glass,12,51.58695114318185,4.7730589535646715,0.0,Fog,2026-02-16 12:25:00
1979,Residual,0,51.579,4.743,7.7,Rain,2026-02-16 12:25:00
1980,Residual,0,51.605,4.816,-2.7,Storm,2026-02-16 13:54:00
1981,Paper/Cardboard,13,51.592942949102785,4.774841035524261,-2.8,Cloudy,2026-02-16 15:25:00
1982,Cans,17,51.58562783008191,4.772721687848931,1.3,Cloudy,2026-02-16 15:31:00
1983,Plastic,18,51.58607974069056,4.772974675501241,4.7,Sunny,2026-02-16 15:37:00
1984,Glass,5,51.556,4.779,-1.0,Cloudy,2026-02-16 15:41:00
1985,Plastic,11,51.58911321825545,4.77491028762237,-3.0,Storm,2026-02-16 15:48:00
1986,Plastic,17,51.587653106715045,4.77430712749563,7.5,Rain,2026-02-16 18:23:00
1987,Electronics,1,51.615,4.76,0.3,Cloudy,2026-02-16 19:04:00
1988,Residual,15,51.58785915856998,4.77427910069368,3.7,Fog,2026-02-16 19:24:00
1989,Paper/Cardboard,13,51.58772048497869,4.778629508587898,3.5,Storm,2026-02-16 21:17:00
1990,Cans,13,51.58662654630648,4.7739386662205225,5.4,Storm,2026-02-16 23:08:00
1991,Plastic,14,51.59274517880933,4.7733714248938535,3.4,Cloudy,2026-02-17 01:02:00
1992,Plastic,13,51.59144111704281,4.771717917411129,7.3,Rain,2026-02-17 01:51:00
1993,Paper/Cardboard,13,51.58867113948856,4.776716054488299,4.0,Storm,2026-02-17 02:21:00
1994,Cans,10,51.58660768874303,4.777649968707308,1.6,Storm,2026-02-17 02:35:00
1995,Paper/Cardboard,0,51.55,4.812,3.0,Fog,2026-02-17 04:03:00
1996,Cans,13,51.58792346331162,4.773859612521763,-1.8,Cloudy,2026-02-17 05:31:00
1997,Paper/Cardboard,14,51.58415364473976,4.776390754295722,-4.8,Cloudy,2026-02-17 05:33:00
1998,Paper/Cardboard,13,51.586929602101996,4.776151823335827,3.0,Fog,2026-02-17 07:14:00
1999,Paper/Cardboard,13,51.5905,4.7745,5.3,Cloudy,2026-02-17 07:41:00
2000,Plastic,13,51.588059845099124,4.772506412180181,2.9,Fog,2026-02-17 09:40:00
2001,Paper/Cardboard,11,51.59014015313216,4.773453068414362,-1.3,Rain,2026-02-17 11:07:00
2002,Plastic,12,51.59086996907017,4.777165683994828,6.0,Storm,2026-02-17 11:16:00
2003,Cans,12,51.59007179471969,4.773627506063962,-0.4,Cloudy,2026-02-17 11:51:00
2004,Paper/Cardboard,13,51.58878526204888,4.774826590598316,0.6,Fog,2026-02-17 13:43:00
2005,Residual,16,51.58903103092403,4.776557659434243,4.7,Cloudy,2026-02-17 13:43:00
2006,Residual,15,51.586,4.756,0.1,Cloudy,2026-02-17 15:59:00
2007,Residual,11,51.59133287989571,4.774624169946614,-2.0,Storm,2026-02-17 16:33:00
2008,Glass,14,51.59296632103601,4.774876233529746,-3.1,Fog,2026-02-17 17:37:00
2009,Plastic,11,51.597,4.772,-1.6,Fog,2026-02-17 20:29:00
2010,Cans,13,51.58872160416971,4.774887117806226,-0.5,Rain,2026-02-17 21:53:00
2011,Cans,13,51.58716060019933,4.771791374388397,-0.5,Rain,2026-02-17 22:04:00
2012,Plastic,15,51.58677417222507,4.774057017956997,0.8,Cloudy,2026-02-17 23:27:00
2013,Plastic,11,51.58506582594176,4.775551562823852,8.8,Storm,2026-02-18 00:36:00
2014,Cans,11,51.58920576962994,4.773992084517179,-0.6,Rain,2026-02-18 00:58:00
2015,Glass,10,51.6,4.765,0.1,Rain,2026-02-18 01:26:00
2016,Plastic,13,51.58386277143461,4.7775529417655624,6.8,Rain,2026-02-18 02:04:00
2017,Plastic,14,51.5908643946612,4.773957328335596,-1.0,Sunny,2026-02-18 07:46:00
2018,Plastic,14,51.5862,4.7805,-0.2,Fog,2026-02-18 07:47:00
2019,Cans,12,51.602,4.779,-5.7,Cloudy,2026-02-18 08:37:00
2020,Residual,11,51.58753807962294,4.770448527192557,3.9,Storm,2026-02-18 10:54:00
2021,Cans,13,51.602,4.779,2.2,Cloudy,2026-02-18 11:03:00
2022,Paper/Cardboard,17,51.58949904951209,4.77426480906768,-0.9,Sunny,2026-02-18 11:50:00
2023,Bulky,0,51.55,4.812,0.9,Rain,2026-02-18 11:55:00
2024,Cans,15,51.59062644667933,4.7728286311426045,4.7,Cloudy,2026-02-18 12:16:00
2025,Cans,17,51.5887,4.775,1.2,Sunny,2026-02-18 13:16:00
2026,Electronics,3,51.55,4.812,4.2,Fog,2026-02-18 14:04:00
2027,Glass,16,51.6,4.765,7.2,Cloudy,2026-02-18 14:57:00
2028,Cans,14,51.586109156798,4.77477806243734,3.5,Storm,2026-02-18 16:16:00
2029,Glass,13,51.5886,4.7766,-0.9,Storm,2026-02-18 16:26:00
2030,Plastic,13,51.602,4.779,2.1,Rain,2026-02-18 17:42:00
2031,Cans,14,51.58335482483557,4.775409878647308,1.5,Fog,2026-02-18 19:24:00
2032,Plastic,15,51.58819597251341,4.7761392228152495,-0.7,Rain,2026-02-18 20:53:00
2033,Residual,15,51.59044990851263,4.778446090861942,-1.5,Fog,2026-02-18 20:56:00
2034,Cans,14,51.587284522441045,4.771795450545298,1.5,Fog,2026-02-18 21:04:00
2035,Glass,14,51.59095470952329,4.775195207984991,-1.6,Fog,2026-02-18 21:54:00
2036,Glass,3,51.5955,4.78,0.9,Fog,2026-02-19 03:13:00
2037,Paper/Cardboard,2,51.5886,4.7766,1.5,Rain,2026-02-19 05:25:00
2038,Residual,6,51.5887,4.775,6.1,Cloudy,2026-02-19 11:50:00
2039,Glass,6,51.579,4.743,5.9,Sunny,2026-02-19 12:46:00
2040,Glass,5,51.5894,4.7757,-1.0,Cloudy,2026-02-19 15:50:00
2041,Electronics,0,51.6,4.805,1.8,Fog,2026-02-20 07:11:00
2042,Glass,3,51.6,4.805,1.5,Cloudy,2026-02-20 08:11:00
2043,Plastic,6,51.5886,4.7766,3.8,Cloudy,2026-02-20 08:40:00
2044,Electronics,7,51.5905,4.7745,2.5,Sunny,2026-02-20 10:47:00
2045,Glass,1,51.586,4.756,2.1,Storm,2026-02-20 13:07:00
2046,Paper/Cardboard,5,51.573,4.766,-1.0,Fog,2026-02-20 16:31:00
2047,Plastic,6,51.5832,4.7842,6.8,Rain,2026-02-21 01:15:00
2048,Paper/Cardboard,4,51.576,4.796,-2.9,Fog,2026-02-21 07:24:00
2049,Glass,4,51.55,4.812,2.1,Fog,2026-02-21 12:29:00
2050,Bulky,8,51.6,4.765,1.0,Cloudy,2026-02-21 19:36:00
2051,Paper/Cardboard,7,51.599,4.717,4.6,Cloudy,2026-02-21 20:28:00
2052,Residual,2,51.5905,4.801,-0.7,Fog,2026-02-21 21:30:00
2053,Residual,2,51.576,4.796,7.1,Rain,2026-02-21 23:28:00
2054,Bulky,5,51.5832,4.7842,2.3,Fog,2026-02-22 00:01:00
2055,Cans,6,51.602,4.779,2.6,Rain,2026-02-22 15:31:00
2056,Electronics,5,51.597,4.772,-6.6,Sunny,2026-02-23 02:57:00
2057,Cans,1,51.5905,4.7745,-2.1,Storm,2026-02-23 04:47:00
2058,Bulky,0,51.586,4.756,1.4,Storm,2026-02-23 07:50:00
2059,Cans,6,51.5887,4.775,-1.3,Cloudy,2026-02-23 12:21:00
2060,Cans,6,51.56,4.77,3.6,Fog,2026-02-23 18:26:00
2061,Glass,8,51.56,4.77,3.8,Cloudy,2026-02-23 21:36:00
2062,Glass,5,51.605,4.816,-2.7,Cloudy,2026-02-23 23:03:00
2063,Residual,1,51.568,4.73,1.0,Cloudy,2026-02-24 01:01:00
2064,Residual,0,51.605,4.816,-3.4,Fog,2026-02-24 05:29:00
2065,Residual,1,51.576,4.796,0.7,Rain,2026-02-24 07:20:00
2066,Bulky,0,51.597,4.772,4.0,Storm,2026-02-24 09:27:00
2067,Electronics,3,51.568,4.73,2.7,Cloudy,2026-02-24 17:19:00
2068,Plastic,10,51.5832,4.7842,6.6,Cloudy,2026-02-24 17:37:00
2069,Plastic,4,51.602,4.779,4.0,Cloudy,2026-02-24 22:14:00
2070,Paper/Cardboard,5,51.597,4.772,1.2,Sunny,2026-02-25 10:02:00
2071,Residual,0,51.576,4.796,-2.0,Rain,2026-02-25 13:32:00
2072,Bulky,8,51.6,4.765,7.6,Cloudy,2026-02-25 18:14:00
2073,Residual,1,51.597,4.772,1.2,Fog,2026-02-26 00:11:00
2074,Bulky,0,51.573,4.766,1.8,Storm,2026-02-26 04:29:00
2075,Residual,0,51.605,4.816,-1.7,Fog,2026-02-26 06:26:00
2076,Paper/Cardboard,5,51.55,4.812,-0.3,Cloudy,2026-02-26 10:35:00
2077,Plastic,5,51.573,4.766,7.1,Rain,2026-02-26 11:46:00
2078,Electronics,1,51.597,4.772,0.8,Fog,2026-02-26 20:27:00
2079,Glass,5,51.556,4.824,2.6,Cloudy,2026-02-26 23:00:00
2080,Paper/Cardboard,5,51.566,4.788,3.9,Cloudy,2026-02-26 23:19:00
2081,Cans,8,51.5886,4.7766,1.3,Cloudy,2026-02-26 23:19:00
2082,Electronics,0,51.602,4.779,5.0,Rain,2026-02-27 03:03:00
2083,Glass,2,51.573,4.766,1.3,Cloudy,2026-02-27 08:02:00
2084,Residual,1,51.612,4.756,-3.7,Storm,2026-02-27 11:44:00
2085,Plastic,5,51.602,4.779,7.7,Rain,2026-02-27 14:15:00
2086,Plastic,7,51.612,4.756,9.6,Sunny,2026-02-27 14:41:00
2087,Glass,0,51.586,4.756,1.2,Storm,2026-02-27 19:31:00
2088,Paper/Cardboard,3,51.5905,4.801,0.4,Rain,2026-02-27 22:46:00
2089,Plastic,8,51.599,4.717,7.8,Cloudy,2026-02-28 03:38:00
2090,Cans,6,51.579,4.743,-3.0,Sunny,2026-02-28 03:39:00
2091,Residual,8,51.566,4.788,5.2,Sunny,2026-02-28 06:08:00
2092,Plastic,0,51.556,4.824,-2.4,Storm,2026-02-28 06:18:00
2093,Bulky,0,51.605,4.816,0.8,Storm,2026-02-28 09:29:00
2094,Paper/Cardboard,7,51.5905,4.7745,-2.3,Cloudy,2026-02-28 11:59:00
2095,Plastic,6,51.556,4.779,8.8,Fog,2026-03-01 02:45:00
2096,Paper/Cardboard,0,51.615,4.76,1.9,Rain,2026-03-01 04:56:00
2097,Residual,2,51.599,4.717,6.7,Storm,2026-03-01 09:32:00
2098,Plastic,9,51.6,4.765,4.8,Fog,2026-03-01 10:16:00
2099,Plastic,13,51.5832,4.7842,2.7,Sunny,2026-03-01 13:45:00
2100,Plastic,6,51.566,4.788,2.5,Cloudy,2026-03-01 13:47:00
2101,Glass,9,51.5905,4.7745,2.0,Cloudy,2026-03-01 15:39:00
2102,Paper/Cardboard,8,51.573,4.766,2.8,Cloudy,2026-03-01 16:07:00
2103,Glass,6,51.5887,4.775,6.3,Fog,2026-03-01 18:32:00
2104,Plastic,2,51.605,4.816,-3.9,Fog,2026-03-02 03:28:00
2105,Paper/Cardboard,5,51.5905,4.801,-2.2,Cloudy,2026-03-02 11:01:00
2106,Paper/Cardboard,2,51.556,4.824,-2.8,Rain,2026-03-02 13:05:00
2107,Electronics,4,51.556,4.824,8.6,Fog,2026-03-02 22:40:00
2108,Paper/Cardboard,0,51.605,4.816,3.5,Storm,2026-03-03 00:12:00
2109,Bulky,1,51.615,4.76,3.4,Storm,2026-03-03 04:34:00
2110,Residual,0,51.55,4.812,0.2,Rain,2026-03-03 08:45:00
2111,Bulky,1,51.597,4.772,1.5,Rain,2026-03-03 10:19:00
2112,Residual,8,51.5905,4.7745,2.0,Sunny,2026-03-03 11:15:00
2113,Paper/Cardboard,5,51.579,4.743,3.1,Cloudy,2026-03-03 12:50:00
2114,Residual,2,51.602,4.779,4.3,Rain,2026-03-03 12:53:00
2115,Residual,2,51.605,4.816,-0.6,Fog,2026-03-03 14:24:00
2116,Plastic,8,51.56,4.77,6.8,Cloudy,2026-03-03 18:43:00
2117,Plastic,8,51.556,4.779,2.6,Cloudy,2026-03-04 01:27:00
2118,Paper/Cardboard,3,51.597,4.772,2.7,Rain,2026-03-04 01:43:00
2119,Paper/Cardboard,3,51.579,4.743,-1.6,Cloudy,2026-03-04 05:01:00
2120,Plastic,6,51.556,4.779,5.3,Storm,2026-03-04 07:43:00
2121,Residual,3,51.568,4.73,0.4,Fog,2026-03-04 12:14:00
2122,Paper/Cardboard,3,51.573,4.766,7.3,Storm,2026-03-04 14:20:00
2123,Plastic,3,51.6,4.805,0.0,Fog,2026-03-04 16:25:00
2124,Glass,2,51.597,4.772,4.6,Storm,2026-03-04 16:52:00
2125,Cans,2,51.602,4.779,-0.8,Rain,2026-03-05 01:17:00
2126,Cans,2,51.579,4.743,4.3,Storm,2026-03-05 06:21:00
2127,Paper/Cardboard,4,51.602,4.779,2.4,Cloudy,2026-03-05 06:30:00
2128,Plastic,4,51.566,4.788,3.9,Fog,2026-03-05 07:06:00
2129,Paper/Cardboard,5,51.605,4.816,9.2,Sunny,2026-03-05 09:02:00
2130,Glass,1,51.605,4.816,2.6,Storm,2026-03-05 16:17:00
2131,Residual,10,51.586,4.756,5.4,Sunny,2026-03-05 16:54:00
2132,Glass,5,51.5894,4.7757,10.6,Storm,2026-03-05 20:22:00
2133,Residual,4,51.556,4.824,-1.4,Rain,2026-03-05 22:47:00
2134,Cans,1,51.573,4.766,7.1,Rain,2026-03-06 02:09:00
2135,Residual,3,51.597,4.772,-2.1,Sunny,2026-03-06 02:22:00
2136,Paper/Cardboard,2,51.55,4.812,8.0,Rain,2026-03-06 04:32:00
2137,Residual,2,51.5886,4.7766,-1.1,Storm,2026-03-06 06:20:00
2138,Plastic,1,51.615,4.76,1.5,Fog,2026-03-06 10:22:00
2139,Paper/Cardboard,5,51.602,4.779,2.0,Rain,2026-03-06 13:33:00
2140,Plastic,4,51.5886,4.7766,5.4,Storm,2026-03-06 21:18:00
2141,Cans,7,51.5905,4.7745,4.9,Fog,2026-03-06 23:03:00
2142,Bulky,3,51.605,4.816,0.1,Cloudy,2026-03-07 04:48:00
2143,Cans,9,51.5832,4.7842,4.7,Fog,2026-03-07 18:06:00
2144,Residual,4,51.5887,4.775,6.6,Storm,2026-03-07 23:56:00
2145,Electronics,3,51.55,4.812,2.9,Fog,2026-03-08 08:00:00
2146,Residual,8,51.5887,4.775,3.3,Rain,2026-03-08 19:11:00
2147,Paper/Cardboard,7,51.5862,4.7805,2.4,Fog,2026-03-08 19:17:00
2148,Residual,1,51.612,4.756,1.7,Storm,2026-03-09 01:14:00
2149,Electronics,0,51.6,4.805,3.8,Storm,2026-03-09 05:05:00
2150,Cans,9,51.56,4.77,3.9,Sunny,2026-03-09 05:34:00
2151,Electronics,0,51.568,4.73,4.9,Storm,2026-03-09 14:00:00
2152,Paper/Cardboard,4,51.576,4.796,5.4,Fog,2026-03-09 19:12:00
2153,Glass,1,51.573,4.766,-2.1,Storm,2026-03-09 19:40:00
2154,Residual,1,51.599,4.717,6.3,Rain,2026-03-10 00:42:00
2155,Glass,1,51.599,4.717,1.9,Cloudy,2026-03-10 01:38:00
2156,Residual,6,51.5894,4.7757,0.4,Fog,2026-03-10 04:11:00
2157,Paper/Cardboard,5,51.571,4.808,8.3,Fog,2026-03-10 19:23:00
2158,Bulky,5,51.605,4.816,0.9,Sunny,2026-03-10 21:38:00
2159,Paper/Cardboard,7,51.5905,4.801,2.7,Sunny,2026-03-10 22:35:00
2160,Residual,5,51.5955,4.78,5.0,Fog,2026-03-11 01:26:00
2161,Paper/Cardboard,2,51.599,4.717,-3.0,Fog,2026-03-11 04:55:00
2162,Glass,3,51.6,4.805,3.3,Cloudy,2026-03-11 06:32:00
2163,Paper/Cardboard,7,51.5862,4.7805,5.3,Sunny,2026-03-11 07:28:00
2164,Glass,1,51.571,4.808,1.2,Storm,2026-03-11 08:41:00
2165,Residual,1,51.573,4.766,6.4,Storm,2026-03-11 08:57:00
2166,Glass,3,51.5887,4.775,5.8,Rain,2026-03-11 12:33:00
2167,Plastic,8,51.556,4.779,9.1,Rain,2026-03-11 16:36:00
2168,Bulky,7,51.5886,4.7766,11.8,Storm,2026-03-11 19:42:00
2169,Residual,0,51.571,4.808,-2.4,Storm,2026-03-11 21:23:00
2170,Paper/Cardboard,7,51.6,4.765,11.2,Rain,2026-03-12 10:07:00
2171,Plastic,3,51.5832,4.7842,7.7,Storm,2026-03-12 12:50:00
2172,Cans,6,51.56,4.77,6.9,Rain,2026-03-12 12:54:00
2173,Glass,4,51.5887,4.775,4.0,Rain,2026-03-12 13:56:00
2174,Residual,5,51.5887,4.775,0.8,Cloudy,2026-03-12 17:50:00
2175,Cans,7,51.5862,4.7805,7.9,Storm,2026-03-12 18:56:00
2176,Electronics,4,51.579,4.743,8.9,Rain,2026-03-13 11:49:00
2177,Bulky,5,51.566,4.788,5.0,Fog,2026-03-13 13:23:00
2178,Glass,6,51.602,4.779,9.4,Cloudy,2026-03-13 23:49:00
2179,Paper/Cardboard,2,51.55,4.812,7.6,Fog,2026-03-14 06:08:00
2180,Residual,1,51.568,4.73,2.3,Fog,2026-03-14 06:23:00
2181,Paper/Cardboard,2,51.566,4.788,6.4,Storm,2026-03-14 06:28:00
2182,Plastic,8,51.6,4.765,3.5,Fog,2026-03-14 07:52:00
